"","mad"
"1700001G11Rik",0.0611861790990681
"1700001G17Rik",0.0985814274028542
"1700001J03Rik",0.0705175986558841
"1700001J04Rik",0
"1700001J11Rik",0
"1700001K19Rik",0.277782808180647
"1700001K23Rik",0.0638794843407499
"1700001L05Rik",1.83753487277786
"1700001L19Rik",0.56362224023005
"1700001N15Rik",0
"1700001O22Rik",0.794752378612785
"1700001P01Rik",0.236049225684495
"1700003C15Rik",0
"1700003D09Rik",2.34106144216745
"1700003E16Rik",4.27668275011785
"1700003E24Rik",0
"1700003F12Rik",0.146929415606814
"1700003G18Rik",0.0723331760796099
"1700003H04Rik",0
"1700003I16Rik",0
"1700003I22Rik",0
"1700003L19Rik",0.0990543278082398
"1700003M07Rik",1.44420012117851
"1700003N22Rik",0.082265524925941
"1700003O11Rik",0
"1700003P14Rik",0
"1700006A11Rik",0
"1700006F04Rik",0.0101327247267837
"1700006H21Rik",0
"1700006J14Rik",0
"1700006P03Rik",0
"1700007E05Rik",0.132216841423121
"1700007F19Rik",0.088421606602612
"1700007H22Rik",0
"1700007J10Rik",0.125532064603107
"1700007L15Rik",0.151269253933016
"1700007M16Rik",0
"1700007P06Rik",0.219582562241204
"1700008A23Rik",0.0816912741282886
"1700008B11Rik",0.0887714982171843
"1700008C04Rik",0
"1700008H02Rik",0
"1700008J07Rik",0.347133065971412
"1700008K24Rik",0
"1700008N11Rik",0
"1700008O03Rik",0.140696959750327
"1700008P02Rik",0
"1700009C05Rik",0
"1700009J07Rik",0.0665632408352219
"1700009N14Rik",0
"1700010B08Rik",0
"1700010B13Rik",0.00330790393416518
"1700010D01Rik",0
"1700010G06Rik",0
"1700010H22Rik",0
"1700010I02Rik",0
"1700010I14Rik",0.0653736883703463
"1700010J16Rik",0
"1700010K23Rik",0.0272450428186295
"1700010K24Rik",0
"1700010L04Rik",0
"1700010N08Rik",0.00325332325175683
"1700011B04Rik",0
"1700011C11Rik",0
"1700011D18Rik",0
"1700011L03Rik",0
"1700011L22Rik",0
"1700011M02Rik",0
"1700012A03Rik",0
"1700012B07Rik",0
"1700012B09Rik",0
"1700012C08Rik",0
"1700012C14Rik",0.03638207795522
"1700012D16Rik",0
"1700012E03Rik",0
"1700012I11Rik",0
"1700012J15Rik",0
"1700012J22Rik",0
"1700013A02Rik",0
"1700013D24Rik",0
"1700013G24Rik",0
"1700013H16Rik",0
"1700013M08Rik",0
"1700013N06Rik",0
"1700014B07Rik",0.00869117039167966
"1700014D04Rik",0.496901410553965
"1700014F14Rik",0
"1700014L14Rik",0
"1700015C15Rik",0
"1700015C17Rik",0
"1700015G11Rik",0
"1700015H07Rik",0
"1700015I17Rik",0
"1700015O11Rik",0
"1700016A09Rik",0.0767034419888109
"1700016B01Rik",0
"1700016B15Rik",0.0302299697362873
"1700016C15Rik",0
"1700016D08Rik",0
"1700016F12Rik",0
"1700016G22Rik",0
"1700016H03Rik",0
"1700016H13Rik",0
"1700016J18Rik",0
"1700016K05Rik",0
"1700016K19Rik",0.401967218707038
"1700016L21Rik",0
"1700016P03Rik",0.0274451860578102
"1700016P04Rik",0
"1700017B05Rik",1.51931564142418
"1700017G19Rik",0
"1700017I07Rik",0
"1700017J07Rik",0
"1700017L05Rik",0
"1700017M07Rik",0.0829234635661338
"1700017N19Rik",0
"1700018A04Rik",0.127236236999988
"1700018A14Rik",0
"1700018A23Rik",0.109310127045909
"1700018B08Rik",0
"1700018B24Rik",0
"1700018F24Rik",0
"1700018G05Rik",0.0589715045660754
"1700018L02Rik",0.451342619957308
"1700018M17Rik",0
"1700018P08Rik",0
"1700019A02Rik",0
"1700019A23Rik",0.0343592450080124
"1700019C18Rik",0
"1700019D03Rik",2.21134260677125
"1700019E08Rik",0
"1700019F05Rik",0
"1700019G24Rik",0
"1700019J19Rik",0
"1700019L13Rik",0.0462536088004995
"1700019M22Rik",0
"1700019N19Rik",0.0416668744304051
"1700019P21Rik",0
"1700020A23Rik",0
"1700020D12Rik",0
"1700020D14Rik",0
"1700020G03Rik",0.0464281032526478
"1700020G17Rik",0
"1700020L13Rik",0.00673100837115395
"1700020L24Rik",0.178401360423075
"1700020M21Rik",0
"1700020N01Rik",0
"1700020N15Rik",0
"1700020N18Rik",0
"1700021A07Rik",0
"1700021F02Rik",0
"1700021F07Rik",0
"1700021F13Rik",0
"1700021G15Rik",0
"1700021J08Rik",0.316422375798231
"1700021L23Rik",0
"1700021N21Rik",0.126178212962864
"1700021P04Rik",0
"1700022A21Rik",0
"1700022A22Rik",0
"1700022E09Rik",0
"1700022H01Rik",0.0554270107912585
"1700022H16Rik",0
"1700022I11Rik",0.13593023625233
"1700022N22Rik",0.218361100272124
"1700023B13Rik",0.0326196697382799
"1700023C21Rik",0
"1700023F02Rik",0.0265083224128346
"1700023G09Rik",0
"1700023H06Rik",0.0778948086521189
"1700024B05Rik",0
"1700024B18Rik",0
"1700024G13Rik",0.0521216820146749
"1700024I08Rik",0
"1700024J04Rik",0.0177723228564157
"1700025A08Rik",0
"1700025B11Rik",0
"1700025C18Rik",0
"1700025D23Rik",0
"1700025F24Rik",0.146656067462816
"1700025G04Rik",6.38293949852658
"1700025H01Rik",0
"1700025J12Rik",0
"1700025K04Rik",0
"1700025K24Rik",0
"1700025L06Rik",0
"1700025M24Rik",0
"1700025N21Rik",0.0214724549572258
"1700025N23Rik",0
"1700025O08Rik",0
"1700026D11Rik",0
"1700026F02Rik",0.0228716473853568
"1700026J12Rik",0
"1700026J14Rik",0.0340910394263039
"1700026N04Rik",0.0135388850055925
"1700027A07Rik",0.102918453775577
"1700027A15Rik",0
"1700027F06Rik",0
"1700027F09Rik",0
"1700027H10Rik",0.126841382065669
"1700027I24Rik",0
"1700027J07Rik",0
"1700028B04Rik",0.0524609214491651
"1700028D13Rik",0
"1700028E10Rik",0.34804129356161
"1700028I16Rik",0
"1700028J19Rik",0.292102850642545
"1700028K03Rik",3.34929420948179
"1700028M03Rik",0
"1700028N14Rik",0.00876856388384081
"1700028P15Rik",0
"1700029B22Rik",0
"1700029B24Rik",0
"1700029E06Rik",0
"1700029F12Rik",0
"1700029H14Rik",0
"1700029I15Rik",0.50196961082206
"1700029J03Rik",0
"1700029J07Rik",1.29165793653803
"1700029M03Rik",0
"1700029M20Rik",0
"1700029N11Rik",0
"1700030A11Rik",0
"1700030C10Rik",0.293822053504793
"1700030C12Rik",0
"1700030C14Rik",0.189370118884608
"1700030E10Rik",0
"1700030F04Rik",0
"1700030I03Rik",0
"1700030J22Rik",0.567172945289503
"1700030K09Rik",0.533127994548203
"1700030L20Rik",0
"1700030L22Rik",0
"1700030M09Rik",0
"1700030N03Rik",0
"1700030N18Rik",0.0635028447646645
"1700030O20Rik",0
"1700031A10Rik",0
"1700031F05Rik",0
"1700031F10Rik",0
"1700031L13Rik",0
"1700031M16Rik",0
"1700031P21Rik",0
"1700034B16Rik",0
"1700034E13Rik",0
"1700034G24Rik",0.159167478225858
"1700034H15Rik",0.481485134206067
"1700034J04Rik",0
"1700034J05Rik",0
"1700034K08Rik",0
"1700034P13Rik",0.129053678902279
"1700036A12Rik",0.0634494885528331
"1700036G14Rik",0
"1700036O09Rik",0
"1700037C06Rik",0
"1700037C18Rik",0.454154925170643
"1700037F03Rik",0
"1700037H04Rik",5.85696207534699
"1700039E22Rik",0
"1700039I01Rik",0
"1700039M10Rik",0.0357697960826896
"1700039M15Rik",0
"1700040D17Rik",0.275340299546852
"1700040E09Rik",0
"1700040F15Rik",0
"1700040F17Rik",0
"1700040K01Rik",0.00547064536177278
"1700040L08Rik",0.0445169526704914
"1700041B01Rik",0.05776711558638
"1700041C23Rik",0
"1700041G16Rik",0.151595418949379
"1700041I07Rik",0
"1700041M05Rik",0
"1700041M19Rik",0
"1700042D02Rik",0
"1700042G15Rik",0
"1700042O05Rik",0
"1700042O10Rik",0
"1700044C05Rik",0
"1700044K03Rik",0
"1700045H11Rik",0
"1700045I11Rik",0.00589037760175702
"1700046C09Rik",0
"1700047A11Rik",0
"1700047E10Rik",0
"1700047F07Rik",0.0950011899249101
"1700047G03Rik",0
"1700047G07Rik",0
"1700047K16Rik",0.217829170622232
"1700047L14Rik",0
"1700047M11Rik",1.32603124137272
"1700047N06Rik",0
"1700047O18Rik",0.0677498939919427
"1700048F04Rik",0.0697791375770814
"1700048M11Rik",0.103253892513585
"1700048O14Rik",0
"1700048O20Rik",1.23212504940404
"1700048P04Rik",0
"1700049E15Rik",0
"1700049E17Rik1",0.0115740701906089
"1700049E17Rik2",0
"1700049E22Rik",0
"1700049L16Rik",0
"1700051A21Rik",0.0241937504284551
"1700051K13Rik",0
"1700051O22Rik",0
"1700052H01Rik",0
"1700052I22Rik",0
"1700052K11Rik",0.548649215754609
"1700054A03Rik",0
"1700054K02Rik",0
"1700054K19Rik",0
"1700054M17Rik",0
"1700054O05Rik",0
"1700054O19Rik",0.0258052434326939
"1700055C04Rik",0
"1700055D18Rik",0.245458262200774
"1700056E22Rik",0.0287092787846812
"1700056N10Rik",0.00203606358651086
"1700057G04Rik",0
"1700057H15Rik",0
"1700057H21Rik",0
"1700058P15Rik",0.0382278168743148
"1700060C16Rik",0
"1700060C20Rik",0
"1700060J05Rik",0.115313739989047
"1700060O08Rik",0
"1700061A03Rik",0
"1700061E17Rik",0.0792107765028605
"1700061E18Rik",0
"1700061F12Rik",0
"1700061H18Rik",0
"1700061I17Rik",0
"1700061J23Rik",0
"1700061N14Rik",0
"1700062C10Rik",0
"1700063A18Rik",0
"1700063D05Rik",0.259937782488316
"1700063H04Rik",0
"1700063H06Rik",0
"1700063I16Rik",0
"1700063J08Rik",0.0324143105638171
"1700063K16Rik",0
"1700063O14Rik",0
"1700064H15Rik",0
"1700064J06Rik",0
"1700064M15Rik",0
"1700065D16Rik",0.104905262733098
"1700065I16Rik",0
"1700065J11Rik",0
"1700065J18Rik",0.0479103653529091
"1700065L07Rik",0
"1700065O20Rik",0
"1700066B17Rik",0
"1700066C05Rik",0
"1700066J03Rik",0.0433026712869871
"1700066M21Rik",6.57525195098463
"1700066N21Rik",0
"1700066O22Rik",0
"1700067G17Rik",0
"1700067K01Rik",0.221040205071879
"1700067P10Rik",0
"1700069B07Rik",0.0232998700540344
"1700069L16Rik",0
"1700069P05Rik",0
"1700071G01Rik",0
"1700071K01Rik",0
"1700071M16Rik",0.0792414531543978
"1700072B07Rik",0
"1700072G22Rik",0
"1700072O05Rik",0
"1700073E17Rik",0.0424055525585101
"1700074A21Rik",0
"1700074H08Rik",0
"1700080C20Rik",0
"1700080N15Rik",0.0565667709958759
"1700081B01Rik",0
"1700081H04Rik",0
"1700081N11Rik",0.0440241374766192
"1700082M22Rik",0
"1700083H02Rik",0
"1700084C06Rik",0
"1700084D21Rik",0
"1700084E18Rik",0.0990205913083845
"1700084F23Rik",0
"1700084J12Rik",0.0223863123562155
"1700084M14Rik",0
"1700085C21Rik",0.0189738902374439
"1700085D07Rik",0
"1700086D15Rik",0.00197016484692614
"1700086L19Rik",3.9560233272293
"1700086O06Rik",0.895171306787067
"1700086P04Rik",0.103244812077337
"1700087I21Rik",0.0240275303307768
"1700087M22Rik",0
"1700088E04Rik",0.482443263494925
"1700091H14Rik",0
"1700092C02Rik",0
"1700092C10Rik",0
"1700092C17Rik",0
"1700092E16Rik",0
"1700092E19Rik",0
"1700092K14Rik",0.0434338872203906
"1700093J21Rik",0.090172902970647
"1700093K21Rik",0.339974755938673
"1700093P08Rik",0
"1700094J05Rik",0.000648766644448441
"1700094M23Rik",0
"1700094M24Rik",0
"1700095A13Rik",0.0750678692673344
"1700095A21Rik",0
"1700095B10Rik",0
"1700095J03Rik",0.133166643039769
"1700095J07Rik",0
"1700095J12Rik",0
"1700095K22Rik",0
"1700096J18Rik",0
"1700096K18Rik",0.350240523539212
"1700097M23Rik",0.0605988045925132
"1700097N02Rik",0
"1700099I09Rik",0.043892062026495
"1700100I10Rik",0
"1700100L14Rik",0
"1700101I11Rik",0.807491870797202
"1700101I19Rik",0
"1700101O22Rik",0
"1700102F20Rik",0
"1700102H20Rik",0.119257508756908
"1700102P08Rik",0
"1700104B16Rik",0
"1700104L18Rik",0
"1700105G05Rik",0
"1700105P06Rik",0.0233882963624715
"1700106O07Rik",0
"1700108F19Rik",0.0443155094434797
"1700108J01Rik",0
"1700108N06Rik",0
"1700108N11Rik",0.165534868899886
"1700109G14Rik",0.0139765960557501
"1700109G15Rik",0
"1700109H08Rik",1.27017102601135
"1700109I08Rik",0
"1700109K24Rik",1.08684273939559
"1700110C19Rik",0.0659437195392694
"1700110I01Rik",0.0161961728599625
"1700110I07Rik",0
"1700110K17Rik",0.033197904399899
"1700111E14Rik",0
"1700111N16Rik",0
"1700112D23Rik",0.0766937272442396
"1700112H15Rik",0
"1700112J05Rik",0
"1700112J16Rik",0.343147000572141
"1700112K13Rik",0
"1700112L15Rik",0.0648246671224933
"1700112M02Rik",0
"1700113A16Rik",0.14294615485604
"1700113B09Rik",0
"1700113B19Rik",0
"1700113H08Rik",0
"1700116B05Rik",0
"1700116H05Rik",0
"1700119H24Rik",0
"1700119I11Rik",0
"1700120B22Rik",0
"1700120C14Rik",0.830830616928275
"1700120C18Rik",0
"1700120E14Rik",0
"1700120G07Rik",0
"1700120G11Rik",0
"1700120K04Rik",0
"1700120O09Rik",0
"1700121C08Rik",0.347733424528801
"1700121L03Rik",0
"1700121L16Rik",0
"1700121N20Rik",0
"1700122C19Rik",0
"1700122D07Rik",0
"1700122E12Rik",0
"1700122H20Rik",0
"1700122O11Rik",0
"1700123J17Rik",0
"1700123K08Rik",0
"1700123L14Rik",0.0521550977219839
"1700123M08Rik",0.367650868192357
"1700123O12Rik",0
"1700123O20Rik",1.86416186255514
"1700123O21Rik",0.0586895197997577
"1700124L16Rik",0.113786788848497
"1700124M09Rik",0
"1700125G02Rik",0.0945837343654403
"1700125G22Rik",0.0519826314849055
"1700125H03Rik",0.125716256613246
"1700126A01Rik",0
"1700126G02Rik",0.403847996267845
"1700126H18Rik",0
"1700127F24Rik",0
"1700128A07Rik",0
"1700128E19Rik",0
"1700128F08Rik",0
"1700128I11Rik",0
"1700129C05Rik",0
"1700129L04Rik",0
"1810006J02Rik",0
"1810007C17Rik",0
"1810007D17Rik",0
"1810008B01Rik",0
"1810008I18Rik",0
"1810009A15Rik",2.2473687607009
"1810009J06Rik",0
"1810010H24Rik",0.131100705794864
"1810010K12Rik",0.181167231002041
"1810012K08Rik",0.133766605389009
"1810012K16Rik",0.0870321849794865
"1810013D15Rik",0.0594449188317176
"1810013L24Rik",18.7604898966669
"1810014B01Rik",0.81300943563543
"1810014P07Rik",0
"1810017P11Rik",0
"1810018F18Rik",0
"1810019D21Rik",0.055109163666348
"1810019N24Rik",0.0749252979530359
"1810020O05Rik",0.732494284095654
"1810021B22Rik",0.30027916420445
"1810024B03Rik",0.344427960124158
"1810028F09Rik",0
"1810030O07Rik",1.57796423738675
"1810034E14Rik",0.0702970487922517
"1810035K13Rik",0
"1810037I17Rik",1.79656853773155
"1810041H14Rik",0
"1810044D09Rik",0.190349315052229
"1810044K17Rik",0
"1810049I09Rik",0
"1810049J17Rik",0.000218850724895858
"1810053B23Rik",0
"1810055G02Rik",2.28015734301109
"1810058I24Rik",0.934877169844948
"1810058N15Rik",0
"1810059C17Rik",0
"1810059H22Rik",0.100761145970852
"1810062G17Rik",0
"1810062O18Rik",0.197536047020116
"1810063I02Rik",0
"1810064F22Rik",0
"1810065E05Rik",0
"1810073O08Rik",0.162574476508992
"2010001A14Rik",0.288685435496603
"2010001K21Rik",0.315517872461112
"2010001M07Rik",0
"2010003K11Rik",0
"2010007H06Rik",0.297350434969442
"2010008C14Rik",0.022423189247166
"2010009K17Rik",0
"2010010A06Rik",0.0245411618906474
"2010013B24Rik",0.0337773100880688
"2010016I18Rik",0.0218777751978812
"2010103J01Rik",0.0526005760290258
"2010106C02Rik",0
"2010106E10Rik",0
"2010106G04Rik",0
"2010109A12Rik",0.0230406908609725
"2010109P13Rik",0
"2010110E17Rik",0.0298439477054252
"2010110G14Rik",0
"2010110K18Rik",0
"2010203P06Rik",0
"2010204K13Rik",1.02392632308072
"2010308F09Rik",0
"2010309G21Rik",0.0116499994444944
"2010310C07Rik",0
"2010315B03Rik",1.7187504131087
"2010320M18Rik",0.881687692793188
"2010320O07Rik",0.126232545860357
"2200002A13Rik",0.0226145999005466
"2200002D01Rik",0.178874807663366
"2200002J24Rik",0
"2200007N16Rik",0
"2210009P08Rik",0
"2210010C04Rik",0
"2210011K15Rik",0
"2210016F16Rik",0.32535929250762
"2210016L21Rik",6.64679978163669
"2210017I01Rik",0
"2210020O09Rik",0
"2210022D18Rik",0
"2210039B01Rik",0
"2210404E10Rik",0
"2210406H18Rik",0.0847780949460271
"2210406O10Rik",0.439936908869882
"2210408F21Rik",1.52969286954803
"2210408I21Rik",1.27919436277063
"2210409D07Rik",0
"2210409E12Rik",0
"2210411M09Rik",0.0505092293331778
"2210412B16Rik",0.0321386116262534
"2210414B05Rik",0
"2210414F02Rik",0
"2210417A02Rik",0
"2210418O10Rik",0.129128932100346
"2210420H20Rik",0
"2300002M23Rik",0.021015700321978
"2300003K06Rik",0
"2300009A05Rik",0.333693346846343
"2310001H17Rik",0.0942228360787791
"2310001K20Rik",0
"2310001K24Rik",0.0117185167972216
"2310002D06Rik",0.0137585564834388
"2310002F09Rik",0.17549952817072
"2310002L09Rik",0
"2310003L06Rik",0
"2310003N18Rik",0
"2310005A03Rik",0
"2310005E17Rik",0
"2310008N11Rik",0
"2310009B15Rik",0.238863467322101
"2310010J17Rik",0.381953605934347
"2310011J03Rik",2.72794389480251
"2310014F06Rik",0.232008266842708
"2310015A10Rik",0.886091629747041
"2310015A16Rik",0
"2310015D24Rik",0.142064101078869
"2310015K22Rik",0
"2310016D03Rik",0
"2310016D23Rik",0
"2310016G11Rik",0.106555294873993
"2310020H05Rik",0.099387290089652
"2310022A10Rik",1.87753773944994
"2310022B05Rik",2.4093249782202
"2310026I22Rik",0.189324275724992
"2310026L22Rik",0.202237307236829
"2310030A07Rik",0
"2310030G06Rik",0.452488438659272
"2310033P09Rik",3.51877368653844
"2310034C09Rik",0
"2310034G01Rik",0.485402993617075
"2310034O05Rik",0
"2310039H08Rik",0.291613958795462
"2310039L15Rik",0
"2310040G07Rik",0.0155456587194687
"2310040G24Rik",0.318443898052485
"2310043L19Rik",0.0341559166085812
"2310043M15Rik",0.504701622437938
"2310043O21Rik",0
"2310043P16Rik",0.302449011615745
"2310044K18Rik",0
"2310046K23Rik",0
"2310047D07Rik",0.0991297298539776
"2310050C09Rik",0
"2310057J18Rik",0
"2310057M21Rik",1.23143538128123
"2310057N15Rik",0
"2310058D17Rik",0.389551991728181
"2310061I04Rik",1.82257477425822
"2310061N02Rik",0
"2310065F04Rik",0
"2310067P03Rik",0
"2310068J16Rik",0.0748848023022113
"2310069B03Rik",0
"2310074N15Rik",0.164466251145015
"2310075C17Rik",0.199755227301659
"2310079G19Rik",0
"2310081O03Rik",0
"2400006E01Rik",0
"2410002F23Rik",6.42246652666079
"2410003I16Rik",0
"2410003L11Rik",0.0407290663424108
"2410004B18Rik",0.696669887673933
"2410004I01Rik",0.0596472484559841
"2410004P03Rik",0.206486258250233
"2410006H16Rik",1.04672299820739
"2410012E07Rik",0
"2410017I17Rik",0
"2410018L13Rik",0.261025438783549
"2410021H03Rik",0.177993112847708
"2410022M11Rik",0.344638765756479
"2410024N13Rik",0
"2410039M03Rik",0
"2410080I02Rik",0.097516034221639
"2410124H12Rik",0
"2410137M14Rik",0.104418948837297
"2410152P15Rik",0
"2500002B13Rik",0.512878081400891
"2500004C02Rik",0.460031482652362
"2510002D24Rik",2.05606270160034
"2510009E07Rik",5.19379728451561
"2510016D11Rik",0.10499321420581
"2510017J16Rik",0.402908210643104
"2510039O18Rik",2.12341332842633
"2510046G10Rik",0.107091143762334
"2600002D14Rik",0.103552011636575
"2600006K01Rik",0.533533670664176
"2600014E21Rik",0.634336203575686
"2610001A08Rik",0
"2610005L07Rik",0.131661354332795
"2610008E11Rik",4.28189795579429
"2610011E03Rik",0.0404135761627518
"2610012C04Rik",0.0232999982036966
"2610016A17Rik",0.0152956158181871
"2610017A05Rik",0.0594002813648182
"2610020C07Rik",0.217777056665201
"2610021A01Rik",7.99528976566027
"2610024D14Rik",0
"2610027F03Rik",0
"2610027K06Rik",0.124477363981134
"2610028D06Rik",0.487275593857462
"2610028E06Rik",0.0712046214401315
"2610028H24Rik",0
"2610034O05Rik",0
"2610035D17Rik",1.60540384981056
"2610035F20Rik",0.144069792692112
"2610037D02Rik",1.3940377301227
"2610042L04Rik",0.141634590829333
"2610044O15Rik8",0.329419647480648
"2610105M22Rik",0
"2610203C22Rik",0.272996517613685
"2610204G07Rik",0
"2610206C17Rik",0.0229934279956052
"2610300A13Rik",0
"2610300M13Rik",0
"2610303G11Rik",0
"2610306M01Rik",0.670249216778024
"2610306O10Rik",0.0657470950217867
"2610307P16Rik",0.0253184738802143
"2610316D01Rik",1.42990632839601
"2610318M16Rik",0
"2610318N02Rik",0.194016113669394
"2610507I01Rik",0.268327850865735
"2610509F24Rik",0
"2610528A11Rik",0.0539135961553679
"2610528J11Rik",0
"2700029L08Rik",0.609265465938823
"2700033N17Rik",0.0531575457175289
"2700038G22Rik",0.298244902989144
"2700046A07Rik",0.413289341919743
"2700046G09Rik",1.22417197133617
"2700049A03Rik",1.3404337291779
"2700052C19Rik",0.000770342859747323
"2700054A10Rik",0.753821699876508
"2700062C07Rik",1.26590556523716
"2700068H02Rik",0.210900099370969
"2700069I18Rik",0.270666909730721
"2700078F05Rik",0.0434785739111778
"2700080J24Rik",0.00481152914873151
"2700089I24Rik",0
"2700097O09Rik",0.564274917726996
"2700099C18Rik",1.68091324782641
"2810001A02Rik",0.552595475440427
"2810001G20Rik",0.48824248783762
"2810002D19Rik",0.34414398791258
"2810004N23Rik",1.16725037426567
"2810013P06Rik",0.717059457270366
"2810021J22Rik",1.02207947674563
"2810025M15Rik",0.626614727340905
"2810029C07Rik",0.418712191121303
"2810030D12Rik",0.0274088619654558
"2810032G03Rik",1.62315507377133
"2810039B14Rik",0.596471838363441
"2810047C21Rik1",0
"2810049E08Rik",0
"2810402E24Rik",1.03840035862437
"2810403D21Rik",0.38993081128833
"2810403G07Rik",0
"2810404F17Rik",0
"2810404M03Rik",0.0712332013896114
"2810405F15Rik",0.0175904207182135
"2810405F17Rik",0.256959559261559
"2810407A14Rik",0.0991770515824162
"2810408A11Rik",0.243684966375411
"2810408I11Rik",0.118667297603438
"2810414N06Rik",0.585416088985733
"2810428J06Rik",0.228769443945998
"2810429I04Rik",0.678066254364492
"2810430I11Rik",0
"2810432F15Rik",0
"2810433D01Rik",0.143546241933181
"2810442N19Rik",0.0468612036260375
"2810454H06Rik",0.340768151456099
"2810455O05Rik",0.424473145105618
"2810457G06Rik",0.0598412838264064
"2810459M11Rik",1.36259256572395
"2810471M01Rik",0
"2900002M20Rik",0.0130303821789025
"2900005J15Rik",0.513038593246384
"2900009J06Rik",0.268768810210085
"2900018N21Rik",0.0331648361814076
"2900022M07Rik",0.200796375392176
"2900024D18Rik",0
"2900026A02Rik",3.21302771911319
"2900027M19Rik",0.0415061027396507
"2900035J10Rik",0
"2900037B21Rik",0.124155481748606
"2900040C04Rik",0.165382701173102
"2900041M22Rik",0.130725576176476
"2900042G08Rik",0
"2900042K21Rik",0.051675703044554
"2900045O20Rik",0.284762629297287
"2900052L18Rik",0.956523986799104
"2900052N01Rik",9.92305884667333
"2900057B20Rik",0
"2900060B14Rik",0
"2900060N12Rik",0.314672660844277
"2900064F13Rik",0.0452870091897883
"2900064K03Rik",0.0568566286915436
"2900069G24Rik",0
"2900072N19Rik",0
"2900076A07Rik",0.32507363460662
"2900076G11Rik",0.0459855676732691
"2900078I11Rik",0.04368951869311
"2900079G21Rik",1.88597553292662
"2900089D17Rik",0.198310911817891
"2900092C05Rik",0
"2900092N22Rik",0.00609544393827909
"2900092O11Rik",0
"2900093K20Rik",0.133845804409325
"3000002C10Rik",1.78476869332993
"3010001F23Rik",0.191759418460451
"3010003L21Rik",0
"3100003L05Rik",0
"3110004A20Rik",0
"3110006O06Rik",0.124970051244506
"3110009E18Rik",0.134665838161035
"3110009F21Rik",0
"3110009M11Rik",0.0632505774203043
"3110015C05Rik",0
"3110018I06Rik",0
"3110021N24Rik",0.208634019839843
"3110031N09Rik",0
"3110039M20Rik",2.1379458357302
"3110040M04Rik",0
"3110040N11Rik",0.918375446406498
"3110043J17Rik",0.0808159203783018
"3110045C21Rik",0.226695028917969
"3110053B16Rik",0
"3110056K07Rik",0.794500316401154
"3110062G12Rik",0.0526689513520125
"3110067C02Rik",0.203978184734857
"3110070M22Rik",0.183619263722323
"3110080E11Rik",0.0590105912232453
"3110080O07Rik",0
"3110082I17Rik",1.04652356892001
