"","SRR11902288","SRR11902289","SRR11902290","SRR11902202","SRR11902204","SRR11902205"
"Gsto1",1161.10001234,1072.40003386,1379.93997816,1531.20000286,1313.47999158,1221.2200198
"Gsto2",41.6199868,43.58001122,35.38000264,60.05999768,31.6200063,57.76000894
"Gstp-ps",1257.08000466,1296.21000574,1783.03999652,1823.41000094,1367.1399964,1211.03561916
"Gstp1",3462.61093988,3993.45959856,4408.5973525,4976.35897304,3814.30233276,3462.35256656
"Gstp2",639.11116072,688.82900028,829.06411092,1040.19111846,760.9735863,685.94637864
"Gstp3",0,0,0,0,0,0
"Gstt1",333.7927679,306.33248704,297.80991996,180.22622272,223.11591208,314.76064456
"Gstt2",78.45998102,96.5000211,152.78002868,223.27336096,165.05999266,159.98000192
"Gstt3",153.2800032,172.0200188,201.08000192,208.11998086,163.4599644,175.90002576
"Gstt4",0,0,0,0,0,0
"Gstz1",2176.89161184,2200.21144964,2670.86179328,3132.9900444,2684.48864808,2669.52050168
"Gsx1",5.82001434,10.19999808,21.95998794,18.15998796,15.00000552,4.07999214
"Gsx2",0,11.8999881,22.2199911,8.8599978,0,2.0200113
"Gt(ROSA)26Sor",1023.84594024,1137.4063321,951.12669364,1191.79872328,987.96389196,1019.43269368
"Gtdc1",41.0995485,50.44392458,55.85150228,57.4572229,71.67384532,79.650966
"Gtf2a1",2932.00997872,3409.1399356,3282.08004776,3703.00999344,3268.93990996,3182.44014746
"Gtf2a1l",12.2400089,13.26000694,8.15998432,17.11999698,9.54000646,0
"Gtf2a2",759.44089238,422.9444079,519.02087816,484.84505566,338.71469986,742.78409736
"Gtf2b",1660.1000137,1775.9600205,1908.9800217,2084.4800126,1864.2000303,1647.8200272
"Gtf2e1",942.22398226,1132.36026644,1188.87641468,824.24161044,277.11065668,965.21178074
"Gtf2e2",710.51384008,1112.75332698,1047.2067168,996.03735274,800.22918228,848.31756512
"Gtf2f1",2732.60740088,2473.4684828,3701.8928702,2490.3829146,2194.6916796,2584.32996808
"Gtf2f2",503.08001172,664.1199954,733.59999072,756.03000996,727.94001132,642.84999174
"Gtf2h1",2355.9021198,2503.2709374,2645.10522674,2241.86823328,2916.8064292,2882.48803918
"Gtf2h2",631.86429426,648.33463418,444.35103084,625.0913806,576.0636848,467.7867267
"Gtf2h3",973.9700392,1049.14000314,1231.01000018,1270.49003362,1087.72003664,966.2599588
"Gtf2h4",532.17022222,765.21996774,823.18005272,918.09119036,703.36829328,645.33556224
"Gtf2h5",3533.75990256,3776.18994278,4208.85985944,4569.1098949,4160.999968,3879.0698957
"Gtf2i",10050.86775478,6906.73571276,10574.18285356,11406.67463714,13819.51135736,6867.25737878
"Gtf2ird1",795.62722878,674.49414154,1081.0047888,397.86152982,1581.16109924,1071.95097094
"Gtf2ird2",596.23386662,330.29714536,539.59867142,993.45523892,864.24903966,979.87722876
"Gtf3a",351.06241874,433.32343492,469.19577224,502.8190569,352.22642912,416.84364238
"Gtf3c1",8352.5999588,9699.49994222,11522.96029484,11013.82991846,9448.29000644,7045.63995312
"Gtf3c2",2360.3353547,1670.16215012,1907.99631984,3053.22199634,1771.06289428,1695.3510001
"Gtf3c3",3013.1699854,3265.99997364,3175.62000212,3208.05997936,3238.99997176,2945.32998844
"Gtf3c4",3143.8605048,3573.2123694,3908.81505158,1293.48324882,2688.76799432,2785.2496687
"Gtf3c5",863.09997798,1110.37995694,1294.46005348,1250.45996914,1042.75997442,952.60004374
"Gtf3c6",544.75668262,927.1702818,1019.49333538,712.23768144,1037.94677172,846.61999774
"Gtpbp1",2578.51564974,3091.6012483,3778.17447482,3438.87000162,2939.47719348,2590.31619636
"Gtpbp10",487.3699983,760.27934736,695.14056414,828.7924914,714.66997906,668.0136342
"Gtpbp2",1835.69035816,2436.00193858,2068.50079238,3097.70618832,2626.4269376,1473.8280501
"Gtpbp3",930.32093212,657.86528874,1184.07452222,643.61480396,696.30739334,685.13776124
"Gtpbp4",2713.782928,3004.11862164,2820.2472771,2849.43336836,2854.90699416,2598.80190396
"Gtpbp4-ps1",0,0,0,0,0,0
"Gtpbp4-ps2",0,0,0,0,0,0
"Gtpbp4-ps3",0,0,0,0,0,0
"Gtpbp4-ps4",0,0,0,0,0,0
"Gtpbp4-ps5",0,0.69999846,0,0,0,0
"Gtpbp4-ps6",0,1.02000272,0,0,0,0
"Gtpbp4-ps7",0,0,0,0,0,0
"Gtpbp6",347.15984836,206.08353848,450.78012308,528.60571184,333.31711204,232.44834364
"Gtpbp8",636.8286295,98.49228704,434.5610967,929.57458834,347.6040236,312.0760419
"Gtse1",20.38000136,26.45999104,38.2400216,34.93998864,0,31.5400104
"Gtsf1",0,0,6.12025596,5.03999496,0,0
"Gtsf1l",0,4.079997,0,2.04000672,0,0
"Gtsf2",0,0,0,0,0,0
"Guca1a",0,0,0,0,0,0
"Guca1b",37.97999304,47.67999344,45.75998,29.34001096,35.3599836,29.51997424
"Guca2a",0,0,0,0,0,0
"Guca2b",0,0,0,0,0,0
"Gucd1",787.53981126,155.49957264,956.03658358,911.23462246,475.87012284,785.57076456
"Gucy1a1",6899.77998974,8179.13993944,9037.5896816,8780.87945026,8494.01992934,7617.73966662
"Gucy1a2",166.74001504,195.19996268,372.35998452,244.99994154,236.47998192,172.77997124
"Gucy1b1",13538.91982384,15860.82001074,15555.09991716,16147.91012368,15659.1602053,14027.16011118
"Gucy1b2",0,6.1000211,18.55999398,12.65999046,19.11997814,11.31999738
"Gucy2c",11.7800045,0,26.51999494,50.96001046,0,0
"Gucy2d",1.98002124,2.03998224,0,0,0,0
"Gucy2e",185.91992784,197.36005704,181.2800607,299.80003248,259.27999462,253.03998522
"Gucy2f",32.59992116,105.68005276,81.32006304,70.10000736,44.17994388,67.14002568
"Gucy2g",603.6399936,649.22002848,806.06000448,971.33997312,713.33999136,671.3600112
"Guf1",2020.6440407,1802.66445462,1717.8046127,1347.19748432,2348.51524218,2983.2024052
"Guk1",3130.61596916,3181.77595414,3946.88005756,4229.87996738,3629.06003094,3276.81992808
"Gulo",0,0,0,0,0,0
"Gulp1",179.55147822,113.4679908,262.54600078,369.99186098,263.47879818,196.03560386
"Gusb",812.00000506,908.0401373,983.63999194,1035.23998582,919.05999128,828.7199914
"Gvin-ps1",39.36002928,37.15316748,40.6316355,37.48193592,41.7655524,40.78566492
"Gvin-ps2",6.420691,13.92086292,8.89468708,16.9643495,12.51449086,8.22797
"Gvin-ps3",52.50537216,62.05262592,52.38659328,45.78327552,50.62592256,57.14767104
"Gvin-ps4",5.95332184,14.91671144,9.34334296,15.5954924,14.5551696,9.80902496
"Gvin-ps5",34.9006485,49.8344775,36.1528215,37.6634025,38.849955,45.7887045
"Gvin-ps6",1.93799452,2.25068536,0.74802112,1.9561388,0,1.42796808
"Gvin-ps7",149.2673728,144.9168448,160.3899024,213.0895312,148.5373344,209.7765488
"Gvin1",331.7310527,449.8561458,337.326767,328.7917139,353.4436135,361.4855913
"Gvin2",309.57372924,434.2810361,332.88322144,318.00651972,355.59182224,355.86894724
"Gvin3",18.7750992,18.96646752,17.01048492,13.74176232,21.62549532,24.32769768
"Gxylt1",208.16475824,1120.68640254,311.40199758,338.8536475,161.04355554,434.96694224
"Gxylt2",91.45995348,154.33994464,153.02001176,102.94006128,121.5799396,98.73015236
"Gyg",1389.37002602,1715.84000684,1832.1600243,1874.86003882,1673.67998132,1564.43999646
"Gykl1",0,0,0,0,0,0
"Gypa",0,0,4.0800144,0,0,0
"Gypc",87.0800128,102.9600048,114.9800016,86.419996,75.8200076,76.3599936
"Gys1",1189.009132,1241.2095225,1546.59993262,1421.70905162,1318.02995382,1140.48407548
"Gys2",7.02000656,0,0,0,0,0
"Gzf1",961.89821856,2778.787505,2934.10699416,3151.20664248,2834.65190244,2224.7867585
"Gzma",0,0,0,0,0,0
"Gzmb",0,0,0,0,0,0
"Gzmc",0,0,0,0,0,0
"Gzmd",0,0,0,0,0,0
"Gzme",0,0,0,0,0,0
"Gzmf",0,0,0,0,0,0
"Gzmg",0,0,0,0,0,0
"Gzmk",0,0,0,0,0,8.4020356
"Gzmm",12.35960396,15.5606022,14.37463008,9.30922288,20.14113356,20.9454096
"Gzmn",0,0,0,0,0,0
"H13",3119.67011378,3447.41011498,4280.54001622,3555.78001648,3041.14000706,2478.76007406
"H19",19.75998984,8.140002,26.32818944,8.13997056,6.11997656,6.11995648
"H1f0",4167.6278307,4545.0781062,5096.6828091,6613.8531411,5150.7243771,5044.4331189
"H1f1",0,2.04000264,0,0.78000624,0,1.63999602
"H1f10",240.59946314,163.29480734,688.68953234,537.65009114,340.38539892,182.46505366
"H1f11-ps",45.70000092,49.32000396,51.32000196,48.4800048,47.73999888,48.05999856
"H1f2",518.509992,704.4100128,851.175,908.9799888,648.279996,528.0999984
"H1f3",4.5899865,16.8299505,22.514976,5.6199825,13.2600105,6.460047
"H1f4",4.082529,7.1708764,8.4978286,4.889848,8.0312704,0.2158898
"H1f5",0,2.03999566,3.97999838,0,1.49999812,2.03999566
"H1f6",0,2.03999808,0,0,0,0
"H1f7",0,0,0,0,0,0
"H1f8",3.23999904,0,0,0,0,0
"H1f9",2.04000768,0,0,0,0,1.5399936
"H2-Aa",80.75999472,143.1399722,96.22000692,93.34000676,84.45999264,96.28000606
"H2-Ab1",38.63998628,73.79997906,74.71999892,70.38000164,40.2400008,44.54000202
"H2-Bl",39.68686488,34.99483988,67.0627558,94.81123428,67.95317056,96.15598292
"H2-D1",1644.6073578,892.10278308,2296.58606004,2522.80476336,1889.9821182,994.48497012
"H2-DMa",279.3705898,380.13718312,558.20764794,331.97178666,278.5182653,264.63599222
"H2-DMb1",57.23664828,97.47993582,102.68991232,101.15335694,59.01690116,47.7233003
"H2-DMb2",22.44333642,32.700024,44.34994032,60.0732912,32.68350708,36.09664856
"H2-Ea",0,0,0,0,0,0
"H2-Eb1",76.66000824,105.00999428,120.49001446,89.38001902,97.56000268,66.93998932
"H2-Eb2",0,0,0,0,0,0
"H2-K1",1076.95784448,1069.7926234,1401.35527196,1619.58304616,1184.06652136,1125.149366
"H2-K2",124.8801316,90.94210032,154.96805012,134.84259432,133.80288284,99.65538164
"H2-Ke6",157.18293918,571.64397284,141.03315576,114.14019692,182.54131622,82.94162646
"H2-M1",0,0,0,0,0,0
"H2-M10.1",0,0,0,0,0,0
"H2-M10.2",37.62999576,27.54000522,42.27547968,45.58015476,41.3099967,65.22999168
"H2-M10.3",0,0,0,0,0,0
"H2-M10.4",0,0,0,0,0,0
"H2-M10.5",0,0,0,0,0,0
"H2-M10.5-ps1",0,0,0,0,0,0
"H2-M10.6",0,0,0,0,0,0
"H2-M11",0,0,0,0,0,0
"H2-M2",0,0,0,0,0,0
"H2-M3",92.5936362,154.625197,25.023656,110.2855386,138.1417442,200.6603264
"H2-M5",129.45999796,109.65997042,102.09999256,156.7600205,134.34000372,148.05999432
"H2-M6-ps",3.82950172,0,0,3.44657016,1.47320184,5.79292296
"H2-M9",0,0,0,0,0,0
"H2-Oa",0,21.83998768,26.12000768,30.58000256,15.77998568,19.37999832
"H2-Ob",32.820015,48.419989,32.1199932,45.29999388,40.19998968,51.45997626
"H2-Pa",0,0,0,0,0,0
"H2-Pb",0,0,0,0,0,0
"H2-Q1",68.2028776,61.3075892,109.27904436,0,81.645278,82.39840576
"H2-Q10",25.03237252,19.5145192,27.66183072,26.66324186,16.51685984,25.27500064
"H2-Q2",0,31.55926008,48.6561466,42.30463324,36.64804072,16.82745752
"H2-Q3",0,0,0,0,0,0
"H2-Q4",212.1736782,213.36975704,288.52918292,347.01379064,270.00704522,265.061984
"H2-Q5",12.46863912,20.7889002,30.26317056,27.68691344,13.68895896,31.42297016
"H2-Q6",55.3121727,58.2521478,77.0976288,68.7660105,63.0498162,50.680512
"H2-Q7",49.85984172,47.09482326,70.09845888,63.85248882,50.12654298,58.81073334
"H2-T-ps",108.12884104,102.94966572,120.41984878,115.2475236,78.65078936,74.0524675
"H2-T10",204.16697036,256.9374135,283.1824243,238.97825842,270.6073124,264.81381848
"H2-T22",763.01669254,577.35663564,1232.41803354,532.81485236,383.29760474,577.97388688
"H2-T23",956.56934668,714.58910078,1028.20453696,949.0475989,581.28576512,494.24546764
"H2-T24",789.10855184,747.6213673,806.70298056,572.24001724,641.47500816,626.71932748
"H2-T3",0,0,0,0,0,0
"H2ab1",0,0,0,0,0,0
"H2ab2",0,0,0,0,0,0
"H2ab3",0,0,4.08000072,1.3199988,0,2.62000152
"H2ac1",0,0,0,0,0,0
"H2ac10",0.10200036,1.35000054,1.82399658,0.45399816,0,0.88000248
"H2ac11",0.2040007,0.2040007,1.4239988,1.3520054,0.0510026,0.7159958
"H2ac12",0.2039985,0.3060018,1.2679983,1.5459984,0.1020033,0.5939973
"H2ac13",0,0,0.67199856,1.30200114,0.10199922,1.077999
"H2ac14-ps",0.10200256,0.23572736,1.4619968,1.80599936,0.10200256,0.70799872
"H2ac15",0,0.10350048,1.52799972,2.78600058,0.05100354,0.1785006
"H2ac18",12.24454968,0,0,0,10.84289976,5.63097744
"H2ac19",0,0,0,0,0,0
"H2ac20",7.4206808,12.7264488,20.0323968,13.3353584,9.0423112,5.093348
"H2ac21",4.75733568,7.2311616,0,0,0,0.34015728
"H2ac22",0.28200108,1.10999706,1.51400106,0.39078348,0.05100354,0.25299768
"H2ac23",0,0.102,0.846,0.6619968,0,2.436
"H2ac24",0.20400168,0.30600252,1.20799804,1.51400056,0.0509956,0.94600212
"H2ac25",1176.77789896,920.21312648,1867.5509204,1426.55062436,1151.9292362,1021.3069374
"H2ac4",0,1.6660006,0.30200104,0.47599882,0.05099886,0.72199666
"H2ac5-ps",0,0.0510018,2.1039996,0.499998,1.32931332,0.54399916
"H2ac6",39.54898224,66.99598068,68.21543692,43.34877532,36.05199316,41.20497264
"H2ac7",4.08199792,7.11598888,5.31394864,1.45400112,2.11480984,1.23600048
"H2ac8",2.52199552,2.48692224,4.46799232,11.0104896,4.75294336,3.86400256
"H2af-ps1",0,0,0,0,0,0
"H2af-ps2",0.62765172,1.14708108,8.52573474,7.6180758,3.14589966,0
"H2aj",675.63998874,689.50005514,1128.95999282,907.400012,747.3400131,609.97999916
"H2al1a",0,0,0.20399718,0.30600078,0,0
"H2al1b",0,0.3600036,1.1474991,0,0,0
"H2al1c",0,0,0.55150104,0.203997,0,0
"H2al1d",0,0,0.35350152,0.40800036,0,0
"H2al1e",0,0,0.3254966,0.10200112,0,0
"H2al1f",0,0,0.25149984,0.10200168,0,0
"H2al1g",0,0.28199618,0.63149594,0.22400072,0,0
"H2al1h",0,0,0.14949816,0.10200168,0,0
"H2al1i",0,0,0.04750284,0.61199736,0,0
"H2al1j",0,0,0,0,0,0
"H2al1k",0,0,0,0,0,1.3466652
"H2al1m",0,0,0,0,0,0.6733296
"H2al1n",0,0,0,0,0,0
"H2al1o",0,0,0,0,0,0
"H2al1q-ps",0,0,0,0,0,0
"H2al1r-ps",0,0,0,0,0,0
"H2al2a",0,0,0,6.06000444,2.04000128,0
"H2al2b",0,0,0,0,0,0
"H2al2c",0,0,0,0,0,0
"H2al3",0,0,2.03999488,0,0,0
"H2ap",0,0,0,0,0,0
"H2ax",575.47996048,624.74402176,1096.25233856,953.30000272,791.120004,584.40764624
"H2az1",4357.9093454,4532.14693846,5888.86932554,5946.58062358,5300.54751522,4505.12625582
"H2az2",1153.37999236,1578.47997674,1708.96999438,1616.10002986,1337.85999226,1210.08000982
"H2bc1",0.68000256,0,1.59999744,1.19199744,1.224,0.39399936
"H2bc11",5.09400008,9.54600436,26.6402329,16.490671,8.68965808,7.9160036
"H2bc12",10.8309992,12.34000488,35.54261536,23.663388,16.93910736,7.41201496
"H2bc13",5.08999998,7.63899666,12.53435136,8.76123216,8.71047534,5.14633464
"H2bc14",2.47599432,1.62599296,9.80700584,7.48000568,4.55543592,2.98400184
"H2bc15",8.01599616,15.37600176,31.43099886,17.17497708,15.98445114,9.8200083
"H2bc18",0,0,0,0,0,0
"H2bc21",369.599994,538.1999808,585.6400064,516.4000088,449.4999856,411.160006
"H2bc22",5.59200894,13.99801218,21.42901334,19.25199976,10.46472196,5.59199956
"H2bc23",19.14502448,28.1240051,42.1486819,15.6136708,24.5524929,11.3409842
"H2bc24",20.71703718,39.8280256,51.2597449,30.8913579,29.90978486,16.6080018
"H2bc26-ps",17.98999704,13.95000258,37.35999894,31.8499998,20.27999754,15.21000006
"H2bc27",324.60000588,230.20283482,527.94047404,464.40956634,13.40882622,280.67000154
"H2bc3",20.09321864,23.44518552,39.64852624,37.20784024,30.34584736,12.02439048
"H2bc4",787.87640088,1072.4764568,1370.1024132,1199.75492368,955.50733664,713.79203696
"H2bc6",279.9462417,548.95000496,508.4280576,330.65462252,272.85022702,184.33639544
"H2bc7",18.95271498,22.7592473,25.25856802,27.41822394,18.86331786,10.85384854
"H2bc8",63.74388192,69.63188928,104.393178,94.72995696,73.42873296,36.2273454
"H2bc9",25.2056517,31.77997768,53.264596,44.46270714,34.656239,16.44946522
"H2bl1",0,0,0,0,0,0
"H2bw2",0,0,0,2.03999632,0,0
"H3c1",1.02000408,0,2.51083596,2.16749532,0,0
"H3c10",0,0.5800032,0.906666,0,0,0
"H3c11",0.14999856,0.34000386,0.6799995,0,2.01999924,1.02000336
"H3c13",0,0,0,0,0,0
"H3c14",30.323835,0,0,0,22.9682455,8.623563
"H3c15",61.3599972,103.2000096,127.6902504,76.77999,46.8598404,36.3299928
"H3c2",1.0100048,0,1.8800012,0.6374964,0.5099996,0
"H3c3",0.150003,0,1.6575048,0.3824982,0,0
"H3c4",14.6700046,29.53000708,28.64371668,8.52749754,8.4200086,5.98001216
"H3c6",3.39999528,1.0200036,5.97500904,0,0,0.39999256
"H3c7",1.01999768,2.27998888,8.43334102,2.27000176,0,0
"H3c8",0,0.5099978,4.613332,0.2550042,0,0
"H3f3a",4462.9319222,5584.9674683,6424.66416466,5773.39458138,4996.5127216,4778.33119402
"H3f3a-ps1",319.30513904,358.60227188,407.42824556,449.15655516,422.82109216,324.72858756
"H3f3a-ps2",174.91474452,235.84683438,274.73357472,227.34453492,184.2605475,181.85308212
"H3f3aos",57.27300024,63.81999756,68.34000734,155.07998028,83.7800257,90.00001236
"H3f3b",6317.81955854,7116.80010726,8747.251947,9737.86123604,7772.72260468,7774.1649314
"H3f3c",250.26191136,313.93226406,359.5587879,333.0186684,284.0454291,260.40418302
"H3f4",14.4800044,17.599999,23.97999768,18.67999772,8.80000716,6.33999816
"H4c1",1.73399534,0.10200036,3.31800854,0.99000286,1.0200036,0
"H4c11",18.11599632,10.40399964,11.53334304,7.5639924,6.12000252,2.04000084
"H4c12",4.4060016,5.08599936,22.17600528,7.27600224,7.609992,3.1399992
"H4c14",121.7199892,155.0600092,159.680016,99.259991,70.0799918,100.459997
"H4c16",2.02001828,8.08001586,14.48397426,3.95998708,6.05999758,9.61000306
"H4c17",1.2139998,1.80999696,4.8866718,0.35199924,0.34000356,0
"H4c18",1.6599978,2.3799984,6.169339,0.6120018,2.2100022,1.020003
"H4c2",1.5299983,1.79799712,5.19999334,3.41600238,0.85000082,0
"H4c3",6.8960196,10.3480228,14.4046612,11.1899988,11.9599952,10.9799968
"H4c4",6.42599012,5.32199356,6.93199044,6.17599428,2.37999044,3.73999148
"H4c6",0.10199626,0.3059966,2.3999971,2.2139984,0,0
"H4c8",5.1000264,11.5920048,25.154635,24.4280056,9.0100034,5.600003
"H4c9",43.09593478,60.1420201,79.62128718,60.29210198,34.31996882,19.9600031
"H60b",239.94937062,234.62394858,199.44977796,155.24777094,141.21999144,136.585038
"H60c",0,0,0,0,0,0
"H6pd",245.01133514,638.23978632,320.8362234,305.61102428,269.9304283,0
"Haao",0,5.0800316,9.97998054,24.75997696,0,10.49999158
"Habp2",0,0,0,0,0,0
"Habp4",13423.04027074,13803.6798795,15726.63995712,15856.74991026,14109.94037092,13485.03006664
"Hacd1",83.85864518,91.44700834,100.72606028,130.75225876,80.2154976,47.94337456
"Hacd2",2205.273583,2415.27014282,2666.03407584,2703.13677248,2451.65562094,2379.09675984
"Hacd3",10456.61002218,12455.96000292,12702.82001184,12814.2700056,11498.28998094,10954.78000596
"Hacd4",180.6464854,229.1225254,260.0501036,193.8576502,207.0888302,222.2699434
"Hace1",3818.10678808,6107.7885929,6037.16662726,4745.09020576,6434.29790394,4347.9921042
"Hacl1",309.24531366,325.81813368,374.0644871,425.1563153,344.50346768,356.83105812
"Hadh",1092.83997992,1128.62001584,1296.08000948,1589.39998456,1253.17998724,1138.97999486
"Hadha",3395.46639962,4028.09444296,4192.90071432,4330.35134604,3891.2793276,3327.25841148
"Hadhb",3678.68964452,4384.0191079,4368.04922782,4441.6754468,4002.61721292,3897.52049908
"Hadhb-ps",331.22337192,450.4938732,380.44313328,434.38000704,333.60647544,328.18998576
"Hagh",3436.32002848,3677.16002396,4699.81998542,4380.03665274,3763.65997362,3437.89997808
"Haghl",3463.29272592,2982.42270644,4704.5742102,5051.67521704,3954.3436549,3395.47492858
"Haglr",0,2.0400057,6.1200171,14.64000742,4.0800114,9.50000542
"Hal",0,0,0,0,0,0
"Halr1",0,0,0,0,0,0
"Hamp",1.019998,1.0201866,1.650004,2.2103674,0,1.0004656
"Hamp2",2.97429216,13.20703148,0,7.25850008,2.22147202,0
"Hand1",0,0,0,0,0,0
"Hand2",0,0,0,0,0,0
"Hand2os1",0,2.0400282,0,0,0,0
"Hao1",10.9600139,0,10.1400098,0,0,0
"Hao2",0,0,0,0,0,0
"Hap1",4332.07662848,5078.31056002,6988.9814177,5673.40116828,5099.6988889,3664.71084966
"Hapln1",1575.7399475,1764.75999152,1704.5200487,1954.97999008,1722.24001152,1873.2000018
"Hapln2",1106.43371888,1085.33222716,1444.98097948,1588.0149157,1162.41471614,1132.32915782
"Hapln3",50.85999936,81.22001316,87.63997188,84.01998072,51.9999732,54.55997808
"Hapln4",4083.587263,3874.90872924,8382.74957034,5006.15728848,5017.56883012,486.907949
"Harbi1",292.27999156,317.40001502,387.93995592,383.62000106,331.84001286,283.20002296
"Hars",4103.97595966,4333.10656876,5350.43924554,5457.36517926,4622.08134528,4110.82969392
"Hars2",1191.41026588,1149.47286278,1326.07554756,1250.10185852,1191.18977154,915.76021066
"Has1",93.59190584,59.48001682,105.77999748,94.44792888,83.31996726,75.23999856
"Has2",23.06004198,0,17.47999772,0,31.82003948,33.72372358
"Has2os",0,0,0,0,0,2.4963047
"Has3",275.50002768,290.30001024,404.35998976,328.64003968,306.47997184,226.80004592
"Haspin",7.9599994,6.1200114,8.0799864,24.200001,2.0400038,6.1200114
"Hat1",1004.41998984,1278.5799811,1148.19604568,1267.1999762,1084.7199991,1029.00806026
"Haus1",484.31655642,445.88153446,500.6342239,655.36944512,543.86770146,651.63588938
"Haus2",1516.62811752,1732.11431042,1838.86300506,1926.20701146,1748.8653886,1693.87968826
"Haus3",240.753217,101.54486756,199.94668118,246.20285774,287.17831004,148.05848036
"Haus4",91.05999912,103.09999542,154.87998714,127.99997862,123.19998054,66.839997
"Haus5",324.44644846,303.42718202,414.09515964,457.63636864,298.81084024,348.12476738
"Haus6",827.97993032,779.8799468,893.44004,1038.49995736,862.8999768,1009.23995412
"Haus7",329.18001572,269.699998,306.51999716,433.01999896,303.95999572,316.25999072
"Haus8",343.73737618,343.25178396,376.60096882,439.20787526,311.8976461,295.2672807
"Havcr1",0,0,0,0,0,0
"Havcr2",178.19997702,161.88001764,200.37999084,268.81999776,272.74792452,248.80998144
"Hax1",543.10568704,483.2546943,1010.91784252,583.18114124,460.93144466,759.77624666
"Hba-a1",2070.84061334,1514.4538263,3373.2673931,3167.6155125,2147.35953626,1326.4495522
"Hba-a2",1949.16145088,1450.11041176,3060.54495524,2019.04736152,1922.28103526,1265.2640082
"Hba-ps3",0,0,0,0,0,0
"Hba-ps4",8.94,0,14.51999934,0,0,0
"Hba-x",0,0,0,0,0,0
"Hbb-bh0",0,0,0,0,0,0
"Hbb-bh1",0,0,0,0,0,0
"Hbb-bh2",1.51224696,0,0,0,0,0
"Hbb-bh3",0,0,1.93558624,0,0,0
"Hbb-bs",4095.79578314,3477.40838328,5724.65107402,5432.7069882,4037.63771074,2989.04988754
"Hbb-bt",1186.16378738,1934.71214158,2925.35672536,2610.50242816,2001.16241516,1561.75296816
"Hbb-y",0,5.77999896,0,0,0.63912744,0
"Hbegf",646.29996912,820.01999036,877.44000514,790.55999892,630.5800146,635.8999933
"Hbp1",1609.52400232,1927.9483748,1900.0734517,1963.49481346,1828.57063122,1599.16016632
"Hbq1a",23.28000824,23.23665312,27.0200004,22.51998296,20.55666888,19.82665032
"Hbq1b",10.07999828,10.71998858,8.8499983,14.58874444,9.1583258,11.59332412
"Hbs1l",2039.96213434,3129.34812464,2788.80797714,2304.65498036,2231.2360243,1838.14635592
"Hc",10.2000096,0,0,11.219967,0,14.8599495
"Hcar1",42.2399754,79.2600201,57.5200215,56.9000106,26.4399795,30.0800223
"Hcar2",4.0799814,4.0599866,0,4.0799814,0,4.0799814
"Hccs",1592.82002738,2174.90002546,1842.61340396,2110.77998676,1919.36004628,1896.08010478
"Hcfc1",6064.70011698,7118.37531528,7583.48695908,7456.66740172,6835.0184178,5827.92578626
"Hcfc1r1",2574.8193896,2382.27041866,3637.31394836,3542.3281313,2851.6191724,2431.87981938
"Hcfc1r1-ps1",0,0,0,1.43999664,0,0
"Hcfc1r1-ps2",0,0,0,0,0,0
"Hcfc2",191.21921008,40.44993108,54.56052078,30.45757926,38.44178232,351.06162736
"Hck",90.100001,131.6999962,135.85999624,110.23999016,99.0200084,70.84001528
"Hcls1",172.939979,287.91998736,253.07998868,318.91999002,276.56001552,218.17999784
"Hcn1",7353.72008466,7834.09991888,8064.75987906,7615.24001022,7705.24014668,7162.26009926
"Hcn2",5099.0799165,5307.77996678,7241.94009778,7234.22002456,5909.10003102,5075.9800687
"Hcn3",515.23447836,285.96318084,278.15831126,601.1245746,145.40046594,167.25026102
"Hcn4",153.10001336,217.94004568,343.91994392,301.53994612,255.42001492,164.90004468
"Hcrt",16.25999984,0,6.11999648,8.16000312,10.14000336,0
"Hcrtr1",170.30000416,149.3799867,256.07996464,157.70002428,153.50000976,131.72000292
"Hcrtr2",212.53998706,245.98003772,185.89995554,143.24003834,171.94002026,179.8200173
"Hcst",18.94000108,7.8799994,10.73999888,0,17.6199998,0
"Hdac1",1252.1663239,1391.81530986,1503.83772788,1624.18692674,1329.26688924,1367.66474424
"Hdac1-ps",118.24985312,128.31329128,142.88021888,193.13346936,133.70671792,108.549812
"Hdac10",192.7617537,447.40407558,331.47164344,610.5837084,302.07459472,377.8673775
"Hdac11",8873.24500158,9001.0624636,12496.59423606,12549.9532045,10455.24663376,8655.09439014
"Hdac2",4893.91998682,6027.6000118,6146.18002372,6239.3599534,5930.31999528,5305.93997402
"Hdac3",2883.40178624,2437.5796936,2452.753257,2710.0028996,1619.257336,2803.247734
"Hdac4",69.0248884,59.96743148,71.7287291,47.37703,40.01188784,57.94301848
"Hdac5",2654.97349148,3177.5350241,9250.52319218,2900.53401544,1823.2830396,966.27062078
"Hdac6",1142.80372398,571.13806924,1310.75006754,1315.16872974,1667.12626658,1109.85289332
"Hdac7",601.8908805,119.39131136,846.11171098,877.84884918,134.803802,404.53669112
"Hdac8",82.62074392,126.61732828,206.14256036,243.53092774,178.39517908,110.7163709
"Hdac9",2319.7824219,3522.0162414,3325.3116689,2639.8395268,1394.30884408,2442.16491976
"Hdc",36.44001504,70.6799934,82.40000012,55.16001224,55.94001688,43.67998072
"Hddc2",397.33996932,498.75999342,485.34001362,623.540009,562.659998,520.09999214
"Hddc3",402.46409374,531.48325414,423.2817528,539.76488186,462.06119798,389.154105
"Hdgf",7933.43999266,9316.90008792,9801.48004752,9586.33998526,8482.97999744,7972.29994416
